"cl"	"cluster_id"	"cluster_id_label"	"supertype_id"	"supertype_label"	"supertype_id_label"	"subclass_id"	"subclass_label"	"subclass_id_label"	"class_label"	"class_id"	"class_id_label"	"anatomical_annotation"	"notes"	"CCF_broad.freq"	"CCF_acronym.freq"	"v3.size"	"v2.size"	"multiome.size"	"cluster.markers"	"merfish.markers"	"F"	"M"	"sex.bias"	"Dark"	"Light"	"nt_type_label"	"nt_type_combo_label"
4384	5113	"5113 NTS-PARN Neurod2 Gly-Gaba_5"	1134	"NTS-PARN Neurod2 Gly-Gaba_5"	"1134 NTS-PARN Neurod2 Gly-Gaba_5"	304	"NTS-PARN Neurod2 Gly-Gaba"	"304 NTS-PARN Neurod2 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"NTS"	NA	"MY:0.53,NA:0.47"	"root:0.32,NTS:0.26,MY:0.16,NA:0.16"	36	0	0	"Chrdl2,Rxfp3,Col26a1"	"Hoxb5,Rxfp3,Kcng2,Tacr3,Cartpt"	0.67	0.33	""	0	1	"GABA-Glyc"	"GABA-Glyc"
4367	5114	"5114 NTS-PARN Neurod2 Gly-Gaba_6"	1135	"NTS-PARN Neurod2 Gly-Gaba_6"	"1135 NTS-PARN Neurod2 Gly-Gaba_6"	304	"NTS-PARN Neurod2 Gly-Gaba"	"304 NTS-PARN Neurod2 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"NTS an"	NA	"MY:0.87"	"NTS:0.36,PARN:0.28,SPIV:0.1,ISN:0.08"	80	1	0	"Fst,Tfap2b,6530403H02Rik,Hoxb3"	"Pax8,Tfap2b,Lhfp,Gda,Tacr1"	0.49	0.51	""	0.05	0.95	"GABA-Glyc"	"GABA-Glyc"
4370	5115	"5115 NTS-PARN Neurod2 Gly-Gaba_6"	1135	"NTS-PARN Neurod2 Gly-Gaba_6"	"1135 NTS-PARN Neurod2 Gly-Gaba_6"	304	"NTS-PARN Neurod2 Gly-Gaba"	"304 NTS-PARN Neurod2 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"NTS an"	NA	"MY:0.96"	"NTS:0.89"	50	0	0	"Gm32341,Gbx1,Kcnk13,Fstl4"	"Ttc6,Pax8,Lhfp,Gda,Tox,Zfhx4,Kcnip1"	0.4	0.6	""	0.04	0.96	"GABA-Glyc"	"GABA-Glyc"
4371	5116	"5116 NTS-PARN Neurod2 Gly-Gaba_6"	1135	"NTS-PARN Neurod2 Gly-Gaba_6"	"1135 NTS-PARN Neurod2 Gly-Gaba_6"	304	"NTS-PARN Neurod2 Gly-Gaba"	"304 NTS-PARN Neurod2 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"NTS an"	NA	"MY:0.98"	"NTS:0.68,MV:0.12"	248	0	0	"Chrdl2,Fst,Gad2,6530403H02Rik,Hoxc4"	"Slc6a5,Cxcl14,Ccbe1,Tacr1,Lypd1"	0.57	0.43	""	0.03	0.97	"GABA-Glyc"	"GABA-Glyc"
4372	5117	"5117 NTS-PARN Neurod2 Gly-Gaba_6"	1135	"NTS-PARN Neurod2 Gly-Gaba_6"	"1135 NTS-PARN Neurod2 Gly-Gaba_6"	304	"NTS-PARN Neurod2 Gly-Gaba"	"304 NTS-PARN Neurod2 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"NTS an"	NA	"MY:1"	"NTS:0.51,PARN:0.22,IRN:0.16"	113	0	0	"Gm32341,6530403H02Rik,Ccbe1,Piezo2"	"Ttc6,Slc6a5,Piezo2,Mab21l2"	0.48	0.52	""	0.02	0.98	"GABA-Glyc"	"GABA-Glyc"
4373	5118	"5118 NTS-PARN Neurod2 Gly-Gaba_6"	1135	"NTS-PARN Neurod2 Gly-Gaba_6"	"1135 NTS-PARN Neurod2 Gly-Gaba_6"	304	"NTS-PARN Neurod2 Gly-Gaba"	"304 NTS-PARN Neurod2 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"NTS an"	NA	"MY:0.98"	"NTS:0.71,SPIV:0.19"	476	3	0	"Zbtb42,Necab1,Tox,Brinp3,Il1rapl2"	"Ttc6,Slc6a5,Bmpr1b,Tox"	0.56	0.44	""	0.03	0.97	"GABA-Glyc"	"GABA-Glyc"
4374	5119	"5119 NTS-PARN Neurod2 Gly-Gaba_6"	1135	"NTS-PARN Neurod2 Gly-Gaba_6"	"1135 NTS-PARN Neurod2 Gly-Gaba_6"	304	"NTS-PARN Neurod2 Gly-Gaba"	"304 NTS-PARN Neurod2 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"NTS an"	NA	"MY:0.97"	"NTS:0.37,SPIV:0.25,MY:0.16,SPVI:0.07"	228	0	0	"Zbtb42,Bhlhe22,Npnt,Nrxn3"	"Pax8,Bmpr1b,Grem1,Maf,Gad2"	0.46	0.54	""	0.04	0.96	"GABA-Glyc"	"GABA-Glyc"
4141	5120	"5120 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"MY:0.67,CB:0.2"	"MY:0.2,COPY:0.13,NTS:0.13,SPVO:0.13,SPVI:0.1,CB:0.07,NA:0.07"	43	0	0	"Cdh3,A730046J19Rik,Pax2"	"Skor1,Cartpt,Cpa6,Ldb2"	0.47	0.53	""	0.02	0.98	"GABA-Glyc"	"GABA-Glyc"
4142	5121	"5121 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"MY:1"	"PARN:0.42,NTS:0.33,SPVI:0.18"	101	0	0	"Wif1,Slc6a5,Ebf2,Tfap2a"	"Wif1,Slc6a5,Ebf2,Irs4"	0.55	0.45	""	0.02	0.98	"GABA-Glyc"	"GABA-Glyc"
4196	5122	"5122 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.65,MY:0.3"	"NA:0.52,MY:0.09,SPVI:0.08,PARN:0.06,sptV:0.05"	165	0	0	"Gm26644,Qrfprl,Tnfaip8l3,A530058N18Rik"	"Prrxl1,Skor1,Angpt1,C1ql3"	0.58	0.42	""	0.02	0.98	"GABA-Glyc"	"GABA-Glyc"
4197	5123	"5123 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.88"	"NA:0.88"	30	0	0	"Cdh3,Shisal2b,Wif1"	"Hoxb8,Wif1,Nr2f2,Gpc3"	0.77	0.23	""	0.03	0.97	"GABA-Glyc"	"GABA-Glyc"
4199	5124	"5124 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.89"	"NA:0.86"	96	1	0	"Hmga2,Asb4,Gbx1"	"Hoxb8,Zic5,Ngb,Galr1"	0.6	0.4	""	0.03	0.97	"GABA-Glyc"	"GABA-Glyc"
4202	5125	"5125 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"MY:0.61,NA:0.36"	"SPVI:0.43,NA:0.36,MY:0.07"	35	0	0	"Cdh3,Aldh1a3,Corin"	"Corin,Prkcq,Nfib,Hs3st2"	0.23	0.77	""	0.09	0.91	"GABA-Glyc"	"GABA-Glyc"
4206	5126	"5126 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:1"	"NA:1"	45	0	0	"Olfr920,Gm28703,Mgmt"	"Hoxb8,Ccbe1,Pdyn,Ust"	0.76	0.24	""	0.07	0.93	"GABA-Glyc"	"GABA-Glyc"
4207	5127	"5127 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:1"	"NA:1"	72	0	0	"Il20ra,Gal,Prkg2"	"Hoxb8,Abi3bp,Igf1,Syndig1"	0.62	0.38	""	0.01	0.99	"GABA-Glyc"	"GABA-Glyc"
4210	5128	"5128 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.9"	"NA:0.87"	50	0	0	"Hoxb8,Gm26644,Npy,Tnfaip8l3"	"Hoxb8,Nxph2,Lpar1,Pax8"	0.66	0.34	""	0.04	0.96	"GABA-Glyc"	"GABA-Glyc"
4211	5129	"5129 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.62,CB:0.22"	"NA:0.31,COPY:0.22,icp:0.13,chpl:0.09,MY:0.07"	73	1	0	"Cdh3,Olfr920,Qrfprl,Akain1,Fbxl7"	"Pax8,Prrxl1,Ebf2,Ptger3,Gpr139,Ndnf"	0.59	0.41	""	0.04	0.96	"GABA-Glyc"	"GABA-Glyc"
4212	5130	"5130 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.92"	"NA:0.92"	56	0	0	"Hoxb8,Hpse2,Tac2"	"Hoxb8,Tac2,Nxph2"	0.52	0.48	""	0.05	0.95	"GABA-Glyc"	"GABA-Glyc"
4213	5131	"5131 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.82"	"NA:0.82"	136	1	0	"Gm26644,Pamr1,Tox"	"Gal,Pax8,St18,Tox,Abi3bp"	0.53	0.47	""	0.01	0.99	"GABA-Glyc"	"GABA-Glyc"
4214	5132	"5132 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"MY:0.73,NA:0.27"	"SPVI:0.47,NA:0.2,CU:0.13,NTS:0.07"	55	0	0	"Hpse2,Cdh3,Gbx2"	"Hoxb5,Hmcn1,Ebf2,Slc6a5"	0.45	0.55	""	0.02	0.98	"GABA-Glyc"	"GABA-Glyc"
4215	5133	"5133 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.93"	"NA:0.86"	44	1	0	"Gbx1,Enpp1,Hey2"	"Hoxb8,Scn5a,Slc6a5,Prrxl1"	0.49	0.51	""	0.07	0.93	"GABA-Glyc"	"GABA-Glyc"
4203	5134	"5134 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:1"	"NA:1"	96	0	0	"Gucy2d,Igf1,Gm44096"	"Hoxb8,Abi3bp,Oxtr"	0.65	0.35	""	0.05	0.95	"GABA-Glyc"	"GABA-Glyc"
4204	5135	"5135 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:0.95"	"NA:0.95"	53	0	0	"Gucy2d,Cdkn1c"	"Hoxb8,Prok2,Oxtr"	0.49	0.51	""	0.06	0.94	"GABA-Glyc"	"GABA-Glyc"
4205	5136	"5136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	1136	"SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	"1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI out"	NA	"NA:1"	"NA:1"	31	0	0	"Gm44096,Chodl,Adam18"	"Hoxb8,Prok2,Lhx1"	0.74	0.26	""	0.06	0.94	"GABA-Glyc"	"GABA-Glyc"
4198	5137	"5137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	1137	"SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	"1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"MY:0.59,NA:0.38"	"SPVI:0.41,NA:0.3,MY:0.08,Pa5:0.05"	120	0	0	"Hpse,Ddr2,Meis2"	"Pax8,Cpa6,Pvalb,Pde3a"	0.46	0.54	""	0.13	0.87	"GABA-Glyc"	"GABA-Glyc"
4200	5138	"5138 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	1137	"SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	"1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"NA:0.72,MY:0.26"	"NA:0.7,SPVI:0.22"	82	0	0	"Cdh3,Rapsn,Tafa2,Slc6a5"	"Hoxb8,Maf,Ighm,Ebf2,Ret"	0.61	0.39	""	0.1	0.9	"GABA-Glyc"	"GABA-Glyc"
4201	5139	"5139 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	1137	"SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	"1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"NA:1"	"NA:1"	51	0	0	"Hoxb8,Has2os,Gm26644"	"Hoxb8,Tll1,Ccbe1,Sntg2"	0.55	0.45	""	0	1	"GABA-Glyc"	"GABA-Glyc"
4208	5140	"5140 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	1137	"SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	"1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"NA:0.98"	"NA:0.98"	40	0	0	"Tnfrsf13c,Dyrk4"	"Hoxb8,Aqp6,Cd24a"	0.65	0.35	""	0	1	"GABA-Glyc"	"GABA-Glyc"
4209	5141	"5141 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	1137	"SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	"1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"NA:0.6,MY:0.39"	"NA:0.6,SPVI:0.22"	21	0	0	"Cdh3,Glp1r,Itga8"	"Hoxb8,Nxph2,Ighm,Ebf2"	0.43	0.57	""	0.05	0.95	"GABA-Glyc"	"GABA-Glyc"
4464	5142	"5142 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	1137	"SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	"1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"NA:0.96"	"NA:0.96"	39	0	0	"Them7,AU023762"	"Bmp4,Hoxb5,Tfap2b"	0.72	0.28	""	0.13	0.87	"GABA-Glyc"	"GABA-Glyc"
4465	5143	"5143 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	1137	"SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	"1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2"	305	"SPVI-SPVC Sall3 Nfib Gly-Gaba"	"305 SPVI-SPVC Sall3 Nfib Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"NA:0.77,MY:0.23"	"NA:0.77,SPVI:0.16"	48	0	0	"Hoxb8,Gm13264,Gm29771"	"Hoxb8,Lpl,Slc6a5"	0.62	0.38	""	0.08	0.92	"GABA-Glyc"	"GABA-Glyc"
4454	5144	"5144 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	1138	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	"1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI"	NA	"NA:0.94"	"NA:0.91"	104	0	0	"Hoxb8,Ighg3"	"Hoxb8,Htr1d,Dock5,Corin,Cd24a"	0.56	0.44	""	0.03	0.97	"GABA-Glyc"	"GABA-Glyc"
4455	5145	"5145 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	1138	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	"1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI"	NA	"NA:0.76,MY:0.24"	"NA:0.76,SPVI:0.24"	49	0	0	"Tnfsf8,C1qtnf7"	"Hoxb8,Car4,Pde11a"	0.41	0.59	""	0.06	0.94	"GABA-Glyc"	"GABA-Glyc"
4456	5146	"5146 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	1138	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	"1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI"	NA	"NA:0.9"	"NA:0.87"	159	0	0	"Gbx1,Krt17,Qrfpr"	"Hoxb8,C1ql1,Corin"	0.62	0.38	""	0.09	0.91	"GABA"	"GABA"
4457	5147	"5147 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	1138	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	"1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI"	NA	"NA:1"	"NA:1"	82	0	0	"Nrl,Il20ra"	"Hoxb8,Dock5,Pnoc"	0.72	0.28	""	0.04	0.96	"GABA"	"GABA"
4462	5148	"5148 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	1138	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	"1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI"	NA	"NA:0.85"	"NA:0.84"	147	0	0	"Tnfsf8,Rab38,Sfrp2"	"Hoxb8,Corin,Syt10,Pde3a,Syt6,Otof"	0.48	0.52	""	0.09	0.91	"GABA-Glyc"	"GABA-Glyc"
4466	5149	"5149 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	1138	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	"1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI"	NA	"NA:0.75,MY:0.25"	"NA:0.68,SPVI:0.16"	208	2	0	"Hoxb8,Rai14,B130024G19Rik,Scn4b"	"Hoxb8,Nr2f2,Pde3a,Scn4b,Cnih3"	0.56	0.44	""	0.15	0.85	"GABA-Glyc"	"GABA-Glyc"
4467	5150	"5150 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	1138	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	"1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI"	NA	"NA:0.94"	"NA:0.94"	146	0	0	"Hoxb8,Rai14,Cox6b2"	"Hoxb8,Gpr88,Maf,Samd5"	0.66	0.34	""	0.05	0.95	"GABA-Glyc"	"GABA-Glyc"
4468	5151	"5151 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	1138	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	"1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVC SPVI"	NA	"NA:1"	"NA:1"	110	0	0	"Hoxb8,Rai14,Has2os"	"Hoxb8,A830036E02Rik,Igfbp6"	0.5	0.5	""	0.07	0.93	"GABA-Glyc"	"GABA-Glyc"
4448	5152	"5152 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	1139	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	"1139 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"MY:0.6,NA:0.4"	"SPVI:0.46,NA:0.33,Pa5:0.08"	99	0	0	"Gbx1,Rgs5,Mcub,Nxph4"	"Nxph2,Bmp3,Kcnh8,Kit,Galnt18,Nxph4"	0.35	0.65	""	0.13	0.87	"GABA-Glyc"	"GABA-Glyc"
4449	5153	"5153 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	1139	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	"1139 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"NA:0.77,MY:0.22"	"NA:0.74,SPVI:0.08"	72	0	0	"Gbx1,Rgs5,Gm49678"	"Nxph2,Frzb,Tmem215"	0.67	0.33	""	0.08	0.92	"GABA-Glyc"	"GABA-Glyc"
4450	5154	"5154 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	1139	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	"1139 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2"	306	"SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba"	"MY GABA"	27	"27 MY GABA"	"SPVI SPVC CU GR"	NA	"NA:0.77,MY:0.16"	"NA:0.7,MY:0.07,CU:0.05"	124	0	0	"Gbx1,Tfap2b,Ano1,Ecel1"	"Hoxb5,Nxph2,Tfap2b,Zic4,Ecel1"	0.62	0.38	""	0.07	0.93	"GABA-Glyc"	"GABA-Glyc"
