ens,symbol,allenGenes
ENSMUSG00000097539,4930477E14Rik,4930477E14Rik
ENSMUSG00000097299,Gm26654,Gm26654
ENSMUSG00000118406,AC121792.1,AC121792.1
ENSMUSG00000046317,BC107364,BC107364
ENSMUSG00000106429,Gm10685,Gm10685
ENSMUSG00000038403,Hjv,Hjv
ENSMUSG00000074398,Gm15441,Gm15441
ENSMUSG00000038393,Txnip,Txnip
ENSMUSG00000087610,Gm16253,Gm16253
ENSMUSG00000028104,Polr3gl,Polr3gl
ENSMUSG00000049097,Ankrd34a,Ankrd34a
ENSMUSG00000049288,Lix1l,Lix1l
ENSMUSG00000038374,Rbm8a,Rbm8a
ENSMUSG00000028102,Pex11b,Pex11b
ENSMUSG00000090210,Itga10,Itga10
ENSMUSG00000038354,Ankrd35,Ankrd35
ENSMUSG00000028101,Pias3,Pias3
ENSMUSG00000028100,Nudt17,Nudt17
ENSMUSG00000028099,Polr3c,Polr3c
ENSMUSG00000028098,Rnf115,Rnf115
ENSMUSG00000038304,Cd160,Cd160
ENSMUSG00000038298,Pdzk1,Pdzk1
ENSMUSG00000087223,4930442L01Rik,4930442L01Rik
ENSMUSG00000028096,Gpr89,Gpr89
ENSMUSG00000057123,Gja5,Gja5
ENSMUSG00000049908,Gja8,Gja8
ENSMUSG00000105385,9230114J08Rik,9230114J08Rik
ENSMUSG00000104766,4930573H18Rik,4930573H18Rik
ENSMUSG00000028093,Acp6,Acp6
ENSMUSG00000038256,Bcl9,Bcl9
ENSMUSG00000051392,Olfr1402,Olfr1402
ENSMUSG00000028089,Chd1l,Chd1l
ENSMUSG00000028088,Fmo5,Fmo5
ENSMUSG00000038205,Prkab2,Prkab2
ENSMUSG00000090441,Gm17651,Gm17651
ENSMUSG00000038170,Pde4dip,Pde4dip
ENSMUSG00000105245,Gm31305,Gm31305
ENSMUSG00000086557,Gm15999,Gm15999
ENSMUSG00000027879,Sec22b,Sec22b
ENSMUSG00000074388,Gm5544,Gm5544
ENSMUSG00000027878,Notch2,Notch2
ENSMUSG00000043468,Adam30,Adam30
ENSMUSG00000027876,Reg4,Reg4
ENSMUSG00000027875,Hmgcs2,Hmgcs2
ENSMUSG00000105909,Gm43189,Gm43189
ENSMUSG00000053398,Phgdh,Phgdh
ENSMUSG00000050064,Zfp697,Zfp697
ENSMUSG00000090817,Gm4450,Gm4450
ENSMUSG00000106107,Gm43190,Gm43190
ENSMUSG00000095143,Hsd3b4,Hsd3b4
ENSMUSG00000095388,Gm10681,Gm10681
ENSMUSG00000038092,Hsd3b5,Hsd3b5
ENSMUSG00000063730,Hsd3b2,Hsd3b2
ENSMUSG00000062410,Hsd3b3,Hsd3b3
ENSMUSG00000027869,Hsd3b6,Hsd3b6
ENSMUSG00000027871,Hsd3b1,Hsd3b1
ENSMUSG00000027870,Hao2,Hao2
ENSMUSG00000085121,5730437C11Rik,5730437C11Rik
ENSMUSG00000086833,Gm12440,Gm12440
ENSMUSG00000004233,Wars2,Wars2
ENSMUSG00000105472,Gm43024,Gm43024
ENSMUSG00000106197,Gm42717,Gm42717
ENSMUSG00000027868,Tbx15,Tbx15
ENSMUSG00000105689,Gm43120,Gm43120
ENSMUSG00000027867,Spag17,Spag17
ENSMUSG00000085244,Spag17os,Spag17os
ENSMUSG00000033285,Wdr3,Wdr3
ENSMUSG00000027865,Gdap2,Gdap2
ENSMUSG00000086923,4930406D18Rik,4930406D18Rik
ENSMUSG00000106639,Gm43121,Gm43121
ENSMUSG00000044468,Tent5c,Tent5c
ENSMUSG00000053957,Gm12474,Gm12474
ENSMUSG00000104943,Gm42868,Gm42868
ENSMUSG00000008763,Man1a2,Man1a2
ENSMUSG00000105824,Gm43466,Gm43466
ENSMUSG00000105137,Gm42869,Gm42869
ENSMUSG00000105561,Gm43462,Gm43462
ENSMUSG00000106184,Gm43463,Gm43463
ENSMUSG00000106227,Gm43464,Gm43464
ENSMUSG00000051076,Vtcn1,Vtcn1
ENSMUSG00000033233,Trim45,Trim45
ENSMUSG00000033222,Ttf2,Ttf2
ENSMUSG00000086564,Cd101,Cd101
ENSMUSG00000027864,Ptgfrn,Ptgfrn
ENSMUSG00000105717,Gm43465,Gm43465
ENSMUSG00000027863,Cd2,Cd2
ENSMUSG00000042035,Igsf3,Igsf3
ENSMUSG00000104639,Gm42939,Gm42939
ENSMUSG00000105611,Gm42938,Gm42938
ENSMUSG00000106137,Gm42538,Gm42538
ENSMUSG00000033161,Atp1a1,Atp1a1
ENSMUSG00000104737,Gm42937,Gm42937
ENSMUSG00000104693,Gm42941,Gm42941
ENSMUSG00000106070,Gm43135,Gm43135
ENSMUSG00000105642,Gm43134,Gm43134
ENSMUSG00000044313,Mab21l3,Mab21l3
ENSMUSG00000033147,Slc22a15,Slc22a15
ENSMUSG00000048540,Nhlh2,Nhlh2
ENSMUSG00000027861,Casq2,Casq2
ENSMUSG00000105342,Gm43244,Gm43244
ENSMUSG00000106296,4632404M16Rik,4632404M16Rik
ENSMUSG00000027860,Vangl1,Vangl1
ENSMUSG00000089916,Gm16160,Gm16160
ENSMUSG00000105151,Gm43241,Gm43241
ENSMUSG00000105891,A230001M10Rik,A230001M10Rik
ENSMUSG00000105966,Gm43242,Gm43242
ENSMUSG00000027859,Ngf,Ngf
ENSMUSG00000106121,Gm42679,Gm42679
ENSMUSG00000104619,Gm42678,Gm42678
ENSMUSG00000105570,Gm42682,Gm42682
ENSMUSG00000086745,Tspan2os,Tspan2os
ENSMUSG00000027858,Tspan2,Tspan2
ENSMUSG00000027857,Tshb,Tshb
ENSMUSG00000105855,Gm42681,Gm42681
ENSMUSG00000027855,Sycp1,Sycp1
ENSMUSG00000048938,Nr1h5,Nr1h5
ENSMUSG00000027854,Sike1,Sike1
ENSMUSG00000068823,Csde1,Csde1
ENSMUSG00000027852,Nras,Nras
ENSMUSG00000104671,Gm43062,Gm43062
ENSMUSG00000070385,Ampd1,Ampd1
ENSMUSG00000105731,Gm43063,Gm43063
ENSMUSG00000007379,Dennd2c,Dennd2c
ENSMUSG00000005687,Bcas2,Bcas2
ENSMUSG00000033014,Trim33,Trim33
ENSMUSG00000104925,Gm43061,Gm43061
ENSMUSG00000027849,Syt6,Syt6
ENSMUSG00000104764,Gm43066,Gm43066
ENSMUSG00000087119,Atg4a-ps,Atg4a-ps
ENSMUSG00000027848,Olfml3,Olfml3
ENSMUSG00000078620,Gm10964,Gm10964
ENSMUSG00000008730,Hipk1,Hipk1
ENSMUSG00000105229,Gm43149,Gm43149
ENSMUSG00000085754,Gm15886,Gm15886
ENSMUSG00000104874,Gm43387,Gm43387
ENSMUSG00000027845,Dclre1b,Dclre1b
ENSMUSG00000084997,Gm15471,Gm15471
ENSMUSG00000032952,Ap4b1,Ap4b1
ENSMUSG00000044165,Bcl2l15,Bcl2l15
ENSMUSG00000027843,Ptpn22,Ptpn22
ENSMUSG00000084760,Gm15472,Gm15472
ENSMUSG00000105986,Gm43065,Gm43065
ENSMUSG00000044098,Rsbn1,Rsbn1
ENSMUSG00000089998,Phtf1os,Phtf1os
ENSMUSG00000058388,Phtf1,Phtf1
ENSMUSG00000052539,Magi3,Magi3
ENSMUSG00000104721,Gm42696,Gm42696
ENSMUSG00000106371,9530097N15Rik,9530097N15Rik
ENSMUSG00000105148,Gm42700,Gm42700
ENSMUSG00000105083,Gm42699,Gm42699
ENSMUSG00000106443,Gm42702,Gm42702
ENSMUSG00000104583,Gm42701,Gm42701
ENSMUSG00000105846,Gm43258,Gm43258
ENSMUSG00000106063,C030032O16Rik,C030032O16Rik
ENSMUSG00000106432,Gm43259,Gm43259
ENSMUSG00000105933,Gm43260,Gm43260
ENSMUSG00000105818,Gm43256,Gm43256
ENSMUSG00000022187,Gm5546,Gm5546
ENSMUSG00000032913,Lrig2,Lrig2
ENSMUSG00000104768,Gm38412,Gm38412
ENSMUSG00000105304,Gm43696,Gm43696
ENSMUSG00000104973,A530041M06Rik,A530041M06Rik
ENSMUSG00000105659,4930509H03Rik,4930509H03Rik
ENSMUSG00000032902,Slc16a1,Slc16a1
ENSMUSG00000105199,Gm43581,Gm43581
ENSMUSG00000106287,Gm43585,Gm43585
ENSMUSG00000100188,Gm29561,Gm29561
ENSMUSG00000055865,Tafa3,Tafa3
ENSMUSG00000002228,Ppm1j,Ppm1j
ENSMUSG00000002233,Rhoc,Rhoc
ENSMUSG00000002227,Mov10,Mov10
ENSMUSG00000070372,Capza1,Capza1
ENSMUSG00000106251,Gm42658,Gm42658
ENSMUSG00000105655,Gm42659,Gm42659
ENSMUSG00000045576,St7l,St7l
ENSMUSG00000027840,Wnt2b,Wnt2b
ENSMUSG00000105925,Gm43846,Gm43846
ENSMUSG00000105355,Gm40117,Gm40117
ENSMUSG00000062127,Cttnbp2nl,Cttnbp2nl
ENSMUSG00000051788,4930564D02Rik,4930564D02Rik
ENSMUSG00000074346,Kcnd3os,Kcnd3os
ENSMUSG00000040896,Kcnd3,Kcnd3
ENSMUSG00000105753,Gm43847,Gm43847
ENSMUSG00000027905,Ddx20,Ddx20
ENSMUSG00000048458,Inka2,Inka2
ENSMUSG00000106317,Gm43848,Gm43848
ENSMUSG00000068798,Rap1a,Rap1a
ENSMUSG00000105677,Gm43328,Gm43328
ENSMUSG00000105842,Gm43329,Gm43329
ENSMUSG00000106341,Gm43330,Gm43330
ENSMUSG00000104910,Gm43331,Gm43331
ENSMUSG00000104835,Gm5547,Gm5547
ENSMUSG00000000562,Adora3,Adora3
ENSMUSG00000074344,Tmigd3,Tmigd3
ENSMUSG00000074342,I830077J02Rik,I830077J02Rik
ENSMUSG00000000563,Atp5f1,Atp5f1
ENSMUSG00000000561,Wdr77,Wdr77
ENSMUSG00000074340,Ovgp1,Ovgp1
ENSMUSG00000010136,Pifo,Pifo
ENSMUSG00000106093,Gm42722,Gm42722
ENSMUSG00000104592,Gm42721,Gm42721
ENSMUSG00000043873,Chil5,Chil5
ENSMUSG00000062778,Chia1,Chia1
ENSMUSG00000040809,Chil3,Chil3
ENSMUSG00000063779,Chil4,Chil4
ENSMUSG00000027902,Chil6,Chil6
ENSMUSG00000091575,2010016I18Rik,2010016I18Rik
ENSMUSG00000027901,Dennd2d,Dennd2d
ENSMUSG00000040774,Cept1,Cept1
ENSMUSG00000027900,Dram2,Dram2
ENSMUSG00000056260,Lrif1,Lrif1
ENSMUSG00000040747,Cd53,Cd53
ENSMUSG00000043529,Olfr266,Olfr266
ENSMUSG00000105102,Gm35507,Gm35507
ENSMUSG00000098108,Gm27008,Gm27008
ENSMUSG00000047959,Kcna3,Kcna3
ENSMUSG00000056145,AI504432,AI504432
ENSMUSG00000050179,A930002I21Rik,A930002I21Rik
ENSMUSG00000040724,Kcna2,Kcna2
ENSMUSG00000042861,Kcna10,Kcna10
ENSMUSG00000046213,Cym,Cym
ENSMUSG00000094613,A630076J17Rik,A630076J17Rik
ENSMUSG00000070368,Prok1,Prok1
ENSMUSG00000087260,Lamtor5,Lamtor5
ENSMUSG00000027896,Slc16a4,Slc16a4
ENSMUSG00000048109,Rbm15,Rbm15
ENSMUSG00000027895,Kcnc4,Kcnc4
ENSMUSG00000027894,Slc6a17,Slc6a17
ENSMUSG00000055891,Ubl4b,Ubl4b
ENSMUSG00000014603,Alx3,Alx3
ENSMUSG00000014601,Strip1,Strip1
ENSMUSG00000078604,Gm10961,Gm10961
ENSMUSG00000027893,Ahcyl1,Ahcyl1
ENSMUSG00000014599,Csf1,Csf1
ENSMUSG00000106426,Gm36211,Gm36211
ENSMUSG00000040600,Eps8l3,Eps8l3
ENSMUSG00000086968,4933431E20Rik,4933431E20Rik
ENSMUSG00000004032,Gstm5,Gstm5
ENSMUSG00000004035,Gstm7,Gstm7
ENSMUSG00000068762,Gstm6,Gstm6
ENSMUSG00000004038,Gstm3,Gstm3
ENSMUSG00000040562,Gstm2,Gstm2
ENSMUSG00000058135,Gstm1,Gstm1
ENSMUSG00000087357,Gm12498,Gm12498
ENSMUSG00000027890,Gstm4,Gstm4
ENSMUSG00000027889,Ampd2,Ampd2
ENSMUSG00000056411,Gm12500,Gm12500
ENSMUSG00000009108,Gnat2,Gnat2
ENSMUSG00000000001,Gnai3,Gnai3
ENSMUSG00000046793,Gpr61,Gpr61
ENSMUSG00000085318,Gm12524,Gm12524
ENSMUSG00000050947,Amigo1,Amigo1
ENSMUSG00000048796,Cyb561d1,Cyb561d1
ENSMUSG00000048997,Atxn7l2,Atxn7l2
ENSMUSG00000027887,Sypl2,Sypl2
ENSMUSG00000105961,Gm40123,Gm40123
ENSMUSG00000085102,1700010K24Rik,1700010K24Rik
ENSMUSG00000068749,Psma5,Psma5
ENSMUSG00000084863,Gm12523,Gm12523
ENSMUSG00000068747,Sort1,Sort1
ENSMUSG00000078601,Gm12525,Gm12525
ENSMUSG00000068745,Mybphl,Mybphl
ENSMUSG00000074281,Gm12522,Gm12522
ENSMUSG00000068744,Psrc1,Psrc1
ENSMUSG00000068740,Celsr2,Celsr2
ENSMUSG00000068739,Sars,Sars
ENSMUSG00000040412,5330417C22Rik,5330417C22Rik
ENSMUSG00000027886,1700013F07Rik,1700013F07Rik
ENSMUSG00000068732,Tmem167b,Tmem167b
ENSMUSG00000048100,Taf13,Taf13
ENSMUSG00000040389,Wdr47,Wdr47
ENSMUSG00000027884,Clcc1,Clcc1
ENSMUSG00000027883,Gpsm2,Gpsm2
ENSMUSG00000098800,Gm27244,Gm27244
ENSMUSG00000049565,Aknad1,Aknad1
ENSMUSG00000027882,Stxbp3,Stxbp3
ENSMUSG00000045326,Fndc7,Fndc7
ENSMUSG00000027881,Prpf38b,Prpf38b
ENSMUSG00000051638,Gm9857,Gm9857
ENSMUSG00000045662,Henmt1,Henmt1
ENSMUSG00000040339,Fam102b,Fam102b
ENSMUSG00000106108,Gm43221,Gm43221
ENSMUSG00000105638,4930408K08Rik,4930408K08Rik
ENSMUSG00000027880,Slc25a54,Slc25a54
ENSMUSG00000105139,Gm19391,Gm19391
ENSMUSG00000040322,Slc25a24,Slc25a24
ENSMUSG00000033721,Vav3,Vav3
ENSMUSG00000059857,Ntng1,Ntng1
ENSMUSG00000049300,Prmt6,Prmt6
ENSMUSG00000105509,C130013H08Rik,C130013H08Rik
ENSMUSG00000104543,Gm6602,Gm6602
ENSMUSG00000074268,Amy2a5,Amy2a5
ENSMUSG00000096770,Amy2a4,Amy2a4
ENSMUSG00000093931,Amy2a3,Amy2a3
ENSMUSG00000096569,Amy2a2,Amy2a2
ENSMUSG00000070360,Amy2a1,Amy2a1
ENSMUSG00000074264,Amy1,Amy1
ENSMUSG00000027981,Rnpc3,Rnpc3
ENSMUSG00000027966,Col11a1,Col11a1
ENSMUSG00000027965,Olfm3,Olfm3
ENSMUSG00000045092,S1pr1,S1pr1
ENSMUSG00000052769,Gm9889,Gm9889
ENSMUSG00000054426,A930005H10Rik,A930005H10Rik
ENSMUSG00000033554,Dph5,Dph5
ENSMUSG00000054414,Slc30a7,Slc30a7
ENSMUSG00000027963,Extl2,Extl2
ENSMUSG00000027962,Vcam1,Vcam1
ENSMUSG00000104653,Gm43109,Gm43109
ENSMUSG00000097362,Gm26544,Gm26544
ENSMUSG00000104607,Gm31651,Gm31651
ENSMUSG00000068696,Gpr88,Gpr88
ENSMUSG00000033502,Cdc14a,Cdc14a
ENSMUSG00000106005,Gm29151,Gm29151
ENSMUSG00000000339,Rtca,Rtca
ENSMUSG00000000340,Dbt,Dbt
ENSMUSG00000027961,Lrrc39,Lrrc39
ENSMUSG00000033439,Trmt13,Trmt13
ENSMUSG00000027959,Sass6,Sass6
ENSMUSG00000106415,Gm42893,Gm42893
ENSMUSG00000089911,Mfsd14a,Mfsd14a
ENSMUSG00000105339,Gm42457,Gm42457
ENSMUSG00000106125,4930512P04Rik,4930512P04Rik
ENSMUSG00000027957,Slc35a3,Slc35a3
ENSMUSG00000033400,Agl,Agl
ENSMUSG00000033386,Frrs1,Frrs1
ENSMUSG00000033377,Palmd,Palmd
ENSMUSG00000080907,4930455H04Rik,4930455H04Rik
ENSMUSG00000028009,1700061I17Rik,1700061I17Rik
ENSMUSG00000106342,Gm42891,Gm42891
ENSMUSG00000044667,Plppr4,Plppr4
ENSMUSG00000033342,Plppr5,Plppr5
ENSMUSG00000028007,Snx7,Snx7
ENSMUSG00000104703,4921521D15Rik,4921521D15Rik
ENSMUSG00000097311,Gm26871,Gm26871
ENSMUSG00000104178,Gm9916,Gm9916
ENSMUSG00000033308,Dpyd,Dpyd
ENSMUSG00000028134,Ptbp2,Ptbp2
ENSMUSG00000106099,Gm42664,Gm42664
ENSMUSG00000098097,6530403H02Rik,6530403H02Rik
ENSMUSG00000028133,Rwdd3,Rwdd3
ENSMUSG00000028132,Tmem56,Tmem56
ENSMUSG00000039887,Alg14,Alg14
ENSMUSG00000053931,Cnn3,Cnn3
ENSMUSG00000039865,Slc44a3,Slc44a3
ENSMUSG00000097124,A530020G20Rik,A530020G20Rik
ENSMUSG00000044522,A730020M07Rik,A730020M07Rik
ENSMUSG00000074248,4930432M17Rik,4930432M17Rik
ENSMUSG00000106036,Gm43608,Gm43608
ENSMUSG00000105767,Gm43607,Gm43607
ENSMUSG00000028128,F3,F3
ENSMUSG00000028127,Abcd3,Abcd3
ENSMUSG00000039831,Arhgap29,Arhgap29
ENSMUSG00000028125,Abca4,Abca4
ENSMUSG00000028124,Gclm,Gclm
ENSMUSG00000057359,Gm17494,Gm17494
ENSMUSG00000039756,Dnttip2,Dnttip2
ENSMUSG00000105057,Gm40190,Gm40190
ENSMUSG00000028121,Bcar3,Bcar3
ENSMUSG00000104554,Gm4610,Gm4610
ENSMUSG00000104574,Gm42836,Gm42836
ENSMUSG00000039735,Fnbp1l,Fnbp1l
ENSMUSG00000106194,Gm43569,Gm43569
ENSMUSG00000106365,Gm43568,Gm43568
ENSMUSG00000053965,Pde5a,Pde5a
ENSMUSG00000106583,4930447N08Rik,4930447N08Rik
ENSMUSG00000097852,4933405D12Rik,4933405D12Rik
ENSMUSG00000023057,Fabp2,Fabp2
ENSMUSG00000078590,Gm10959,Gm10959
ENSMUSG00000054091,1810037I17Rik,1810037I17Rik
ENSMUSG00000039701,Usp53,Usp53
ENSMUSG00000028116,Myoz2,Myoz2
ENSMUSG00000050315,Synpo2,Synpo2
ENSMUSG00000039234,Sec24d,Sec24d
ENSMUSG00000028114,Mettl14,Mettl14
ENSMUSG00000105784,Gm35065,Gm35065
ENSMUSG00000027978,Prss12,Prss12
ENSMUSG00000104960,Snhg8,Snhg8
ENSMUSG00000027977,Ndst3,Ndst3
ENSMUSG00000104531,Gm43731,Gm43731
ENSMUSG00000044528,Tram1l1,Tram1l1
ENSMUSG00000027973,1700006A11Rik,1700006A11Rik
ENSMUSG00000106413,Gm42823,Gm42823
ENSMUSG00000039174,1700003H04Rik,1700003H04Rik
ENSMUSG00000106423,Gm42825,Gm42825
ENSMUSG00000027971,Ndst4,Ndst4
ENSMUSG00000032854,Ugt8a,Ugt8a
ENSMUSG00000106503,Gm42827,Gm42827
ENSMUSG00000046561,Arsj,Arsj
ENSMUSG00000090427,Gm17225,Gm17225
ENSMUSG00000053819,Camk2d,Camk2d
ENSMUSG00000086679,Gm15551,Gm15551
ENSMUSG00000032826,Ank2,Ank2
ENSMUSG00000097456,Gm16958,Gm16958
ENSMUSG00000027968,Larp7,Larp7
ENSMUSG00000051278,Zgrf1,Zgrf1
ENSMUSG00000105104,Gm43729,Gm43729
ENSMUSG00000027967,Neurog2,Neurog2
ENSMUSG00000028028,Alpk1,Alpk1
ENSMUSG00000046688,Tifa,Tifa
ENSMUSG00000074238,Ap1ar,Ap1ar
ENSMUSG00000105447,Gm43653,Gm43653
ENSMUSG00000105550,Gm35585,Gm35585
ENSMUSG00000050549,Fam241a,Fam241a
ENSMUSG00000104763,9830132P13Rik,9830132P13Rik
ENSMUSG00000106437,Gm35667,Gm35667
ENSMUSG00000105816,D030025E07Rik,D030025E07Rik
ENSMUSG00000106245,Gm43824,Gm43824
ENSMUSG00000105527,4933424H11Rik,4933424H11Rik
ENSMUSG00000099640,Gm28543,Gm28543
ENSMUSG00000028023,Pitx2,Pitx2
ENSMUSG00000098515,Gm27195,Gm27195
ENSMUSG00000028024,Enpep,Enpep
ENSMUSG00000105837,Gm35986,Gm35986
ENSMUSG00000041220,Elovl6,Elovl6
ENSMUSG00000028017,Egf,Egf
ENSMUSG00000106120,Gm42697,Gm42697
ENSMUSG00000105596,Gm42650,Gm42650
ENSMUSG00000105960,6330410L21Rik,6330410L21Rik
ENSMUSG00000093865,Lrit3,Lrit3
ENSMUSG00000028012,Rrh,Rrh
ENSMUSG00000028010,Gar1,Gar1
ENSMUSG00000058952,Cfi,Cfi
ENSMUSG00000027999,Pla2g12a,Pla2g12a
ENSMUSG00000027997,Casp6,Casp6
ENSMUSG00000027994,Mcub,Mcub
ENSMUSG00000001052,Sec24b,Sec24b
ENSMUSG00000058897,Col25a1,Col25a1
ENSMUSG00000019232,Etnppl,Etnppl
ENSMUSG00000041084,Ostc,Ostc
ENSMUSG00000062006,Rpl34,Rpl34
ENSMUSG00000105789,Gm42997,Gm42997
ENSMUSG00000105716,Gm43522,Gm43522
ENSMUSG00000106095,2010110G14Rik,2010110G14Rik
ENSMUSG00000104557,Gm36520,Gm36520
ENSMUSG00000105769,Gm43351,Gm43351
ENSMUSG00000106249,Gm43349,Gm43349
ENSMUSG00000106086,Lef1os1,Lef1os1
ENSMUSG00000027985,Lef1,Lef1
ENSMUSG00000027984,Hadh,Hadh
ENSMUSG00000027983,Cyp2u1,Cyp2u1
ENSMUSG00000097761,4930534D22Rik,4930534D22Rik
ENSMUSG00000050931,Sgms2,Sgms2
ENSMUSG00000028032,Papss1,Papss1
ENSMUSG00000105331,Gm29865,Gm29865
ENSMUSG00000028031,Dkk2,Dkk2
ENSMUSG00000106280,Gm42880,Gm42880
ENSMUSG00000091721,Gimd1,Gimd1
ENSMUSG00000028029,Aimp1,Aimp1
ENSMUSG00000028030,Tbck,Tbck
ENSMUSG00000106230,Gm29811,Gm29811
ENSMUSG00000040998,Npnt,Npnt
ENSMUSG00000028018,Gstcd,Gstcd
ENSMUSG00000028016,Ints12,Ints12
ENSMUSG00000040969,Arhgef38,Arhgef38
ENSMUSG00000105957,Gm43254,Gm43254
ENSMUSG00000028013,Ppa2,Ppa2
ENSMUSG00000040943,Tet2,Tet2
ENSMUSG00000105085,Gm42567,Gm42567
ENSMUSG00000105952,Gm40153,Gm40153
ENSMUSG00000106069,Gm6135,Gm6135
ENSMUSG00000104645,Gm30484,Gm30484
ENSMUSG00000097911,Gm26691,Gm26691
ENSMUSG00000104556,Gm43192,Gm43192
ENSMUSG00000106139,Gm30648,Gm30648
ENSMUSG00000044365,Cxxc4,Cxxc4
ENSMUSG00000105765,4930539C22Rik,4930539C22Rik
ENSMUSG00000097031,Gm26820,Gm26820
ENSMUSG00000028172,Tacr3,Tacr3
ENSMUSG00000045328,Cenpe,Cenpe
ENSMUSG00000028167,Bdh2,Bdh2
ENSMUSG00000037994,Slc9b2,Slc9b2
ENSMUSG00000050150,Slc9b1,Slc9b1
ENSMUSG00000028165,Cisd2,Cisd2
ENSMUSG00000097032,4930539J05Rik,4930539J05Rik
ENSMUSG00000078578,Ube2d3,Ube2d3
ENSMUSG00000028164,Manba,Manba
ENSMUSG00000028163,Nfkb1,Nfkb1
ENSMUSG00000053897,Slc39a8,Slc39a8
ENSMUSG00000106306,4933401H06Rik,4933401H06Rik
ENSMUSG00000104710,Gm31243,Gm31243
ENSMUSG00000037922,Bank1,Bank1
ENSMUSG00000099508,1700030L20Rik,1700030L20Rik
ENSMUSG00000028161,Ppp3ca,Ppp3ca
ENSMUSG00000106398,Gm43357,Gm43357
ENSMUSG00000104617,Gm43356,Gm43356
ENSMUSG00000104610,Gm567,Gm567
ENSMUSG00000054690,Emcn,Emcn
ENSMUSG00000055138,Gm4861,Gm4861
ENSMUSG00000046818,Ddit4l,Ddit4l
ENSMUSG00000094856,Gm21962,Gm21962
ENSMUSG00000106122,Gm42610,Gm42610
ENSMUSG00000105427,Gm31678,Gm31678
ENSMUSG00000105676,Gm43403,Gm43403
ENSMUSG00000037894,H2afz,H2afz
ENSMUSG00000074212,Dnajb14,Dnajb14
ENSMUSG00000106629,Gm40155,Gm40155
ENSMUSG00000104675,Gm43689,Gm43689
ENSMUSG00000091512,Lamtor3,Lamtor3
ENSMUSG00000028159,Dapp1,Dapp1
ENSMUSG00000105296,Gm19708,Gm19708
ENSMUSG00000049349,Gm5105,Gm5105
ENSMUSG00000090066,1110002E22Rik,1110002E22Rik
ENSMUSG00000028158,Mttp,Mttp
ENSMUSG00000104776,Gm43691,Gm43691
ENSMUSG00000004127,Trmt10a,Trmt10a
ENSMUSG00000012042,4930579F01Rik,4930579F01Rik
ENSMUSG00000099146,0610031O16Rik,0610031O16Rik
ENSMUSG00000055301,Adh7,Adh7
ENSMUSG00000074207,Adh1,Adh1
ENSMUSG00000089635,Gm16559,Gm16559
ENSMUSG00000053054,Adh6a,Adh6a
ENSMUSG00000074206,Adh6b,Adh6b
ENSMUSG00000037797,Adh4,Adh4
ENSMUSG00000028138,Adh5,Adh5
ENSMUSG00000005813,Metap1,Metap1
ENSMUSG00000028156,Eif4e,Eif4e
ENSMUSG00000105838,4930425O10Rik,4930425O10Rik
ENSMUSG00000028152,Tspan5,Tspan5
ENSMUSG00000028149,Rap1gds1,Rap1gds1
ENSMUSG00000047940,Stpg2,Stpg2
ENSMUSG00000106505,Gm32693,Gm32693
ENSMUSG00000105880,Gm43678,Gm43678
ENSMUSG00000105777,Gm43049,Gm43049
ENSMUSG00000104544,Gm32754,Gm32754
ENSMUSG00000106540,4930590L14Rik,4930590L14Rik
ENSMUSG00000047674,Pdha2,Pdha2
ENSMUSG00000089737,Gm15688,Gm15688
ENSMUSG00000059921,Unc5c,Unc5c
ENSMUSG00000089924,Gm15689,Gm15689
ENSMUSG00000052430,Bmpr1b,Bmpr1b
ENSMUSG00000028273,Pdlim5,Pdlim5
ENSMUSG00000105504,Gbp5,Gbp5
ENSMUSG00000040253,Gbp7,Gbp7
ENSMUSG00000028268,Gbp3,Gbp3
ENSMUSG00000040264,Gbp2b,Gbp2b
ENSMUSG00000028270,Gbp2,Gbp2
ENSMUSG00000040213,Kyat3,Kyat3
ENSMUSG00000086561,Gm15540,Gm15540
ENSMUSG00000028271,Gtf2b,Gtf2b
ENSMUSG00000004591,Pkn2,Pkn2
ENSMUSG00000106550,Gm43646,Gm43646
ENSMUSG00000097858,9530052C20Rik,9530052C20Rik
ENSMUSG00000105652,4930519L02Rik,4930519L02Rik
ENSMUSG00000106052,Gm43614,Gm43614
ENSMUSG00000105923,A830019L24Rik,A830019L24Rik
ENSMUSG00000106162,Gm43613,Gm43613
ENSMUSG00000105917,Gm43612,Gm43612
ENSMUSG00000106210,1700001N15Rik,1700001N15Rik
ENSMUSG00000105000,Gm43616,Gm43616
ENSMUSG00000104939,Gm33651,Gm33651
ENSMUSG00000105511,Gm33758,Gm33758
ENSMUSG00000106109,Gm42704,Gm42704
ENSMUSG00000105279,Gm6260,Gm6260
ENSMUSG00000105324,Gm42705,Gm42705
ENSMUSG00000106524,Gm42706,Gm42706
ENSMUSG00000105811,Gm42707,Gm42707
ENSMUSG00000104865,Gm42708,Gm42708
ENSMUSG00000106367,Gm34078,Gm34078
ENSMUSG00000028266,Lmo4,Lmo4
ENSMUSG00000104969,Gm43445,Gm43445
ENSMUSG00000105197,Gm43446,Gm43446
ENSMUSG00000106266,Gm43447,Gm43447
ENSMUSG00000040151,Hs2st1,Hs2st1
ENSMUSG00000104903,Gm43707,Gm43707
ENSMUSG00000106057,Gm43560,Gm43560
ENSMUSG00000037072,Selenof,Selenof
ENSMUSG00000037062,Sh3glb1,Sh3glb1
